p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
58.0,35.0,Jeremy Chardy,$1.423,Fabio Fognini,Feb 3 2014,Vina del Mar,Q,Fabio Fognini,false,65.0,cluster_4,-0.1,2
65.0,41.0,Nicolas Almagro,$1.806,Fabio Fognini,Feb 3 2014,Vina del Mar,S,Fabio Fognini,false,68.0,cluster_4,-0.27,19
77.0,32.0,Richard Gasquet,$2.639,Richard Gasquet,Feb 3 2014,Montpellier,S,Jerzy Janowicz,false,36.0,cluster_3,-1.95,27
63,45,David Ferrer,$3.571,David Ferrer,Feb 10 2014,Buenos Aires,S,Nicolas Almagro,FALSE,33,cluster_3,-1.48,27
59,35,Jeremy Chardy,$1.424,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Nicolas Almagro,FALSE,34,cluster_4,2.09,12
59,23,Marin Cilic,$1.472,Tomas Berdych,Feb 10 2014,Rotterdam,F,Tomas Berdych,FALSE,23,cluster_2,0.52,12
58,28,Ernests Gulbis,$1.574,Tomas Berdych,Feb 10 2014,Rotterdam,S,Tomas Berdych,FALSE,24,cluster_2,-0.02,1
59,31,Jerzy Janowicz,$1.366,Tomas Berdych,Feb 10 2014,Rotterdam,Q,Tomas Berdych,FALSE,25,cluster_1,0.01,21
55,16,Andreas Seppi,$1.132,Tomas Berdych,Feb 10 2014,Rotterdam,R32,Tomas Berdych,FALSE,27,cluster_2,0.41,3
64,40,Nicolas Almagro,$3.176,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Jeremy Chardy,FALSE,28,cluster_3,-0.53,9
70,29,Alexandr Dolgopolov,$1.730,Jeremy Chardy,Feb 10 2014,Buenos Aires,R16,Jeremy Chardy,FALSE,32,cluster_3,-1.52,23
76,40,Tomas Berdych,$2.962,Tomas Berdych,Feb 10 2014,Rotterdam,F,Marin Cilic,FALSE,17,cluster_0,-0.26,13
70,27,Andy Murray,$2.752,Marin Cilic,Feb 10 2014,Rotterdam,Q,Marin Cilic,FALSE,19,cluster_0,-1.67,23
66,20,Jo-Wilfried Tsonga,$2.619,Marin Cilic,Feb 10 2014,Rotterdam,R16,Marin Cilic,FALSE,20,cluster_4,2.75,21
77.0,40.0,Ernests Gulbis,$1.376,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,Juan Martin Del Potro,false,10.0,cluster_4,0.77,16
63.0,33.0,Gael Monfils,$1.584,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,Juan Martin Del Potro,false,14.0,cluster_3,2.95,21
74.0,30.0,Ernests Gulbis,$1.591,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,Grigor Dimitrov,false,23.0,cluster_0,0.06,1
55.0,31.0,Fabio Fognini,$1.402,David Ferrer,Feb 10 2014,Buenos Aires,F,David Ferrer,false,42.0,cluster_3,0,0
54.0,36.0,Nicolas Almagro,$1.357,David Ferrer,Feb 10 2014,Buenos Aires,S,David Ferrer,false,46.0,cluster_3,1.26,8
80.0,38.0,Gael Monfils,$1.852,Gael Monfils,Feb 10 2014,Montpellier,F,Richard Gasquet,false,10.0,cluster_3,-0.04,27
71.0,41.0,Tomas Berdych,$2.619,Tomas Berdych,Feb 10 2014,Rotterdam,S,Ernests Gulbis,false,27.0,cluster_2,-0.84,12
60.0,22.0,Juan Martin Del Potro,$3.447,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,Ernests Gulbis,false,28.0,cluster_3,-0.14,6
69.0,25.0,Grigor Dimitrov,$2.575,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,Ernests Gulbis,false,29.0,cluster_3,0.04,7
62.0,31.0,Fernando Verdasco,$1.853,Tommy Haas,Feb 10 2014,Rotterdam,R32,Tommy Haas,false,19.0,cluster_4,0.39,8
66.0,41.0,Marin Cilic,$2.752,Marin Cilic,Feb 10 2014,Zagreb,F,Tommy Haas,false,20.0,cluster_1,0.25,3
61.0,20.0,Richard Gasquet,$2.096,Gael Monfils,Feb 10 2014,Montpellier,F,Gael Monfils,false,10.0,cluster_1,1.84,24
72.0,29.0,Marin Cilic,$1.530,Marin Cilic,Feb 10 2014,Rotterdam,Q,Andy Murray,false,40.0,cluster_3,4.53,28
59.0,40.0,Fabio Fognini,$2.289,Fabio Fognini,Feb 10 2014,Buenos Aires,S,Tommy Robredo,false,19.0,cluster_0,-1.28,13
79.0,33.0,Marin Cilic,$1.574,Marin Cilic,Feb 10 2014,Rotterdam,R16,Jo-Wilfried Tsonga,false,48.0,cluster_4,-0.31,9
70.0,29.0,Jeremy Chardy,$2.279,Jeremy Chardy,Feb 10 2014,Buenos Aires,R16,Alexandr Dolgopolov,false,40.0,cluster_1,2.18,30
59.0,40.0,Tommy Robredo,$1.724,Fabio Fognini,Feb 10 2014,Buenos Aires,S,Fabio Fognini,false,75.0,cluster_4,2.79,37
68.0,44.0,David Ferrer,$3.292,David Ferrer,Feb 10 2014,Buenos Aires,F,Fabio Fognini,false,76.0,cluster_0,-0.98,12
68.0,40.0,Tomas Berdych,$3.510,Tomas Berdych,Feb 10 2014,Rotterdam,Q,Jerzy Janowicz,false,38.0,cluster_2,1.06,16
59.0,22.0,Tommy Haas,$1.724,Jerzy Janowicz,Feb 10 2014,Rotterdam,R16,Jerzy Janowicz,false,39.0,cluster_0,-0.17,3
56.0,34.0,Richard Gasquet,$2.129,Philipp Kohlschreiber,Feb 10 2014,Rotterdam,R16,Philipp Kohlschreiber,false,76.0,cluster_1,0,0
75.0,31.0,Jo-Wilfried Tsonga,$5.478,Jo-Wilfried Tsonga,Feb 10 2014,Australian Open Slam,Round of 32,Gilles Simon,false,64.0,cluster_4,0.57,29
64,44,Alexandr Dolgopolov,$1.334,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,R32,Nicolas Almagro,FALSE,28,cluster_3,-0.09,1
65,38,Marin Cilic,$3.571,Marin Cilic,Feb 17 2014,Delray Beach,F,Kevin Anderson,FALSE,29,cluster_1,-1.04,24
63,56,David Ferrer,$6.948,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,Jeremy Chardy,FALSE,27,cluster_0,-1.37,11
61,34,Kevin Anderson,$1.357,Marin Cilic,Feb 17 2014,Delray Beach,F,Marin Cilic,FALSE,13,cluster_1,0.69,20
61,25,John Isner,$1.470,Marin Cilic,Feb 17 2014,Delray Beach,S,Marin Cilic,FALSE,14,cluster_4,0.96,13
66.0,45.0,Alexandr Dolgopolov,$1.237,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,S,David Ferrer,false,35.0,cluster_1,3.28,34
43.0,36.0,Jeremy Chardy,$1.145,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,David Ferrer,false,41.0,cluster_0,1.96,11
65.0,43.0,Philipp Kohlschreiber,$1.827,Philipp Kohlschreiber,Feb 17 2014,Rotterdam,R16,Richard Gasquet,false,8.0,cluster_1,0,0
68.0,22.0,Jo-Wilfried Tsonga,$2.327,Ernests Gulbis,Feb 17 2014,Marseille,F,Ernests Gulbis,false,23.0,cluster_3,0.44,24
56.0,22.0,Richard Gasquet,$2.178,Ernests Gulbis,Feb 17 2014,Marseille,S,Ernests Gulbis,false,24.0,cluster_3,0,0
65.0,32.0,Roberto Bautista Agut,$1.432,Ernests Gulbis,Feb 17 2014,Marseille,R16,Ernests Gulbis,false,26.0,cluster_4,2.35,11
77.0,40.0,Jerzy Janowicz,$2.288,Jerzy Janowicz,Feb 17 2014,Rotterdam,R16,Tommy Haas,false,18.0,cluster_1,0.18,4
75.0,38.0,Marin Cilic,$2.971,Marin Cilic,Feb 17 2014,Delray Beach,S,John Isner,false,18.0,cluster_2,-0.96,14
58.0,29.0,Alexandr Dolgopolov,$1.183,Rafael Nadal,Feb 17 2014,Rio de Janeiro,F,Rafael Nadal,false,41.0,cluster_2,2.3,14
77.0,31.0,Ernests Gulbis,$1.703,Ernests Gulbis,Feb 17 2014,Marseille,F,Jo-Wilfried Tsonga,false,40.0,cluster_4,-0.67,11
67.0,34.0,Ernests Gulbis,$3.136,Ernests Gulbis,Feb 17 2014,Marseille,R16,Roberto Bautista Agut,false,73.0,cluster_0,-0.04,7
55.0,35.0,Nicolas Almagro,$3.738,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,R32,Alexandr Dolgopolov,false,39.0,cluster_4,0,0
70.0,41.0,Rafael Nadal,$5.821,Rafael Nadal,Feb 17 2014,Rio de Janeiro,F,Alexandr Dolgopolov,false,41.0,cluster_2,-1.91,12
54.0,33.0,David Ferrer,$4.792,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,S,Alexandr Dolgopolov,false,42.0,cluster_4,-2.65,45
64.0,59.0,Alexandr Dolgopolov,$1.559,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,Q,Fabio Fognini,false,79.0,cluster_1,0.17,1
69,34,Grigor Dimitrov,$2.915,Grigor Dimitrov,Feb 24 2014,Acapulco,F,Kevin Anderson,FALSE,21,cluster_1,-0.65,13
63,22,Alexandr Dolgopolov,$2.752,Kevin Anderson,Feb 24 2014,Acapulco,S,Kevin Anderson,FALSE,22,cluster_2,0.13,8
59,42,David Ferrer,$3.555,Kevin Anderson,Feb 24 2014,Acapulco,Q,Kevin Anderson,FALSE,24,cluster_0,-0.41,17
65,44,Roger Federer,$2.298,Roger Federer,Feb 24 2014,Dubai,F,Tomas Berdych,FALSE,18,cluster_4,0.01,5
65,28,Philipp Kohlschreiber,$1.152,Tomas Berdych,Feb 24 2014,Dubai,S,Tomas Berdych,FALSE,19,cluster_1,0.25,2
62,29,Jo-Wilfried Tsonga,$1.384,Tomas Berdych,Feb 24 2014,Dubai,Q,Tomas Berdych,FALSE,20,cluster_1,0.7,4
83,34,Alexandr Dolgopolov,$2.556,Alexandr Dolgopolov,Feb 24 2014,Acapulco,R16,Jeremy Chardy,FALSE,21,cluster_1,-0.41,31
65.0,30.0,Kevin Anderson,$1.484,Grigor Dimitrov,Feb 24 2014,Acapulco,F,Grigor Dimitrov,false,18.0,cluster_0,-0.05,1
70.0,29.0,Andy Murray,$2.861,Grigor Dimitrov,Feb 24 2014,Acapulco,S,Grigor Dimitrov,false,19.0,cluster_0,-1.77,25
56.0,40.0,Ernests Gulbis,$1.830,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,Grigor Dimitrov,false,20.0,cluster_1,-0.08,11
45.0,31.0,Roberto Bautista Agut,$1.024,Novak Djokovic,Feb 24 2014,Dubai,R16,Novak Djokovic,false,38.0,cluster_1,0.01,1
63.0,32.0,Stan Wawrinka,$1.081,Stan Wawrinka,Feb 24 2014,Australian Open Slam,Quarter Final,Novak Djokovic,false,40.0,cluster_4,4.44,38
63.0,31.0,Novak Djokovic,$4.960,Roger Federer,Feb 24 2014,Dubai,S,Roger Federer,false,39.0,cluster_0,-0.25,14
57.0,40.0,Kevin Anderson,$1.359,Kevin Anderson,Feb 24 2014,Acapulco,Q,David Ferrer,false,24.0,cluster_3,2.83,13
64.0,27.0,Feliciano Lopez,$1.314,David Ferrer,Feb 24 2014,Acapulco,R16,David Ferrer,false,29.0,cluster_2,2.31,16
59.0,43.0,Grigor Dimitrov,$2.125,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,Ernests Gulbis,false,21.0,cluster_1,1.54,17
70.0,29.0,Grigor Dimitrov,$1.498,Grigor Dimitrov,Feb 24 2014,Acapulco,S,Andy Murray,false,34.0,cluster_3,1.59,28
55.0,42.0,Gilles Simon,$1.155,Andy Murray,Feb 24 2014,Acapulco,Q,Andy Murray,false,35.0,cluster_0,4.67,29
66.0,44.0,Philipp Kohlschreiber,$3.394,Philipp Kohlschreiber,Feb 24 2014,Dubai,R16,Andreas Seppi,false,16.0,cluster_3,-0.22,16
70.0,37.0,Tomas Berdych,$3.397,Tomas Berdych,Feb 24 2014,Dubai,Q,Jo-Wilfried Tsonga,false,36.0,cluster_0,-0.5,6
68.0,54.0,Novak Djokovic,$24.813,Novak Djokovic,Feb 24 2014,Dubai,R16,Roberto Bautista Agut,false,9.0,cluster_3,-1.02,11
65.0,16.0,Jeremy Chardy,$1.598,Alexandr Dolgopolov,Feb 24 2014,Acapulco,R16,Alexandr Dolgopolov,false,43.0,cluster_0,3.17,36
77.0,36.0,Kevin Anderson,$1.530,Kevin Anderson,Feb 24 2014,Acapulco,S,Alexandr Dolgopolov,false,48.0,cluster_2,1.65,17
55.0,33.0,Andreas Seppi,$1.384,Philipp Kohlschreiber,Feb 24 2014,Dubai,R16,Philipp Kohlschreiber,false,80.0,cluster_1,0.85,19
71.0,34.0,Tomas Berdych,$6.716,Tomas Berdych,Feb 24 2014,Dubai,S,Philipp Kohlschreiber,false,85.0,cluster_0,-0.13,5
72.0,35.0,David Ferrer,$3.909,David Ferrer,Feb 24 2014,Acapulco,R16,Feliciano Lopez,false,36.0,cluster_3,-1.12,8
57.0,44.0,Andy Murray,$6.609,Andy Murray,Feb 24 2014,Acapulco,Q,Gilles Simon,false,37.0,cluster_3,-2.84,27
82,44,Roger Federer,$5.209,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Kevin Anderson,FALSE,13,cluster_4,-0.94,15
57,39,Stan Wawrinka,$4.426,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Kevin Anderson,FALSE,14,cluster_0,-1.22,13
66,30,Lleyton Hewitt,$1.376,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Kevin Anderson,FALSE,18,cluster_1,-0.71,15
59,43,Roberto Bautista Agut,$1.147,Roberto Bautista Agut,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Tomas Berdych,FALSE,17,cluster_3,1.08,8
67,35,Tommy Haas,$1.922,Tommy Haas,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Jeremy Chardy,FALSE,17,cluster_3,0.19,7
65,35,Novak Djokovic,$5.489,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Marin Cilic,FALSE,10,cluster_0,-1.04,13
58,26,Tommy Robredo,$1.341,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Marin Cilic,FALSE,11,cluster_4,0.81,8
67.0,39.0,Ernests Gulbis,$2.058,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Grigor Dimitrov,false,16.0,cluster_1,-0.33,24
57.0,32.0,John Isner,$1.219,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,Novak Djokovic,false,28.0,cluster_2,4.53,31
64.0,34.0,Marin Cilic,$1.198,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Novak Djokovic,false,30.0,cluster_4,0.48,2
68.0,36.0,Roger Federer,$1.226,Roger Federer,Mar 3 2014,Dubai,S,Novak Djokovic,false,35.0,cluster_4,0.69,18
49.0,23.0,Alexandr Dolgopolov,$1.340,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,Roger Federer,false,30.0,cluster_4,0,0
55.0,17.0,Kevin Anderson,$1.212,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Roger Federer,false,33.0,cluster_3,0.97,12
59.0,30.0,Tommy Haas,$1.214,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Roger Federer,false,34.0,cluster_0,0.66,26
55.0,34.0,Tomas Berdych,$1.719,Roger Federer,Mar 3 2014,Dubai,F,Roger Federer,false,38.0,cluster_1,-5.55111512313e-17,14
77.0,43.0,Ernests Gulbis,$1.792,Ernests Gulbis,Mar 3 2014,Marseille,S,Richard Gasquet,false,5.0,cluster_3,0.11,1
71.0,34.0,John Isner,$1.735,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Ernests Gulbis,false,17.0,cluster_2,1.18,27
55.0,37.0,Roberto Bautista Agut,$1.387,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Ernests Gulbis,false,18.0,cluster_4,2.64,29
60.0,32.0,Grigor Dimitrov,$1.883,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Ernests Gulbis,false,19.0,cluster_4,0.07,19
69.0,33.0,Kevin Anderson,$3.444,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Lleyton Hewitt,false,7.0,cluster_0,0.6,14
67.0,42.0,Novak Djokovic,$5.085,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,John Isner,false,12.0,cluster_2,0.08,25
65.0,28.0,Ernests Gulbis,$2.270,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,John Isner,false,13.0,cluster_3,-0.05,14
70.0,26.0,Fernando Verdasco,$1.629,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,John Isner,false,14.0,cluster_0,-0.04,4
66.0,36.0,Juan Martin Del Potro,$2.593,Juan Martin Del Potro,Mar 3 2014,Rotterdam,R32,Gael Monfils,false,9.0,cluster_4,-0.46,13
72.0,37.0,Milos Raonic,$1.719,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Andy Murray,false,27.0,cluster_3,-0.71,14
59.0,35.0,Alexandr Dolgopolov,$1.129,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Rafael Nadal,false,36.0,cluster_2,4.14,28
72.0,38.0,Alexandr Dolgopolov,$1.806,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Milos Raonic,false,40.0,cluster_3,-0.07,2
62.0,27.0,Andy Murray,$2.298,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Milos Raonic,false,42.0,cluster_0,-0.18,1
73.0,41.0,Marin Cilic,$3.689,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Tommy Robredo,false,14.0,cluster_4,0.02,3
58.0,31.0,Richard Gasquet,$3.156,Fernando Verdasco,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Fernando Verdasco,false,12.0,cluster_2,-0.67,16
68.0,37.0,Tommy Haas,$2.095,Tommy Haas,Mar 3 2014,Rotterdam,R32,Fernando Verdasco,false,14.0,cluster_3,0.22,6
60.0,42.0,Kevin Anderson,$1.264,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Stan Wawrinka,false,20.0,cluster_1,1.28,11
40.0,23.0,Andreas Seppi,$1.127,Stan Wawrinka,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Stan Wawrinka,false,21.0,cluster_4,4.24,39
56.0,40.0,Tomas Berdych,$6.888,Roberto Bautista Agut,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Roberto Bautista Agut,false,4.0,cluster_2,-0.34,21
62.0,44.0,Ernests Gulbis,$3.378,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Roberto Bautista Agut,false,8.0,cluster_2,0.05,16
56.0,28.0,Fabio Fognini,$1.530,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Alexandr Dolgopolov,false,53.0,cluster_4,-0.08,1
64.0,40.0,Rafael Nadal,$7.624,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Alexandr Dolgopolov,false,55.0,cluster_3,-3.19,25
61.0,27.0,Milos Raonic,$2.159,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Alexandr Dolgopolov,false,58.0,cluster_1,-0.36,4
76.0,50.0,Roger Federer,$3.693,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,Alexandr Dolgopolov,false,60.0,cluster_2,-0.08,4
71.0,43.0,Alexandr Dolgopolov,$2.752,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Fabio Fognini,false,3.0,cluster_0,-1.29,6
50.0,41.0,Gael Monfils,$3.204,Fabio Fognini,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Fabio Fognini,false,81.0,cluster_3,-0.64,22
70.0,48.0,Roberto Bautista Agut,$2.221,Roberto Bautista Agut,Mar 3 2014,ATP World Tour Masters 1000 Miami,R64,Jerzy Janowicz,false,42.0,cluster_2,0.33,3
73,31,John Isner,$2.317,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Nicolas Almagro,FALSE,21,cluster_1,-0.58,13
69,38,Richard Gasquet,$2.087,Richard Gasquet,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Kevin Anderson,FALSE,9,cluster_1,0.66,12
57,28,Alexandr Dolgopolov,$1.376,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Tomas Berdych,FALSE,13,cluster_2,1.16,18
58,23,John Isner,$1.412,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Tomas Berdych,FALSE,14,cluster_2,0.63,11
64,44,Novak Djokovic,$20.546,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Jeremy Chardy,FALSE,14,cluster_0,-0.33,3
72.0,34.0,Kei Nishikori,$1.883,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Grigor Dimitrov,false,14.0,cluster_0,-1.01,12
58.0,31.0,Andy Murray,$1.315,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Novak Djokovic,false,15.0,cluster_2,0.38,6
63.0,23.0,Tommy Robredo,$1.055,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Novak Djokovic,false,16.0,cluster_0,0.89,6
55.0,35.0,Jeremy Chardy,$1.033,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Novak Djokovic,false,24.0,cluster_2,3.78,12
65.0,33.0,Roger Federer,$1.578,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,F,Novak Djokovic,false,25.0,cluster_4,1.75,28
46.0,21.0,Richard Gasquet,$1.160,Roger Federer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Roger Federer,false,24.0,cluster_3,0.28,1
66.0,34.0,Novak Djokovic,$2.610,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,F,Roger Federer,false,29.0,cluster_2,1.36,30
55.0,42.0,Kei Nishikori,$1.592,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,David Ferrer,false,18.0,cluster_4,0.14,1
50.0,27.0,Andreas Seppi,$1.135,David Ferrer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,David Ferrer,false,22.0,cluster_0,4.03,26
69.0,40.0,Roger Federer,$5.170,Roger Federer,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R16,Tommy Haas,false,10.0,cluster_1,-1.1,27
52.0,39.0,Kei Nishikori,$2.828,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,Tommy Haas,false,11.0,cluster_2,-0.28,2
64.0,32.0,Jeremy Chardy,$2.014,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R64,Tommy Haas,false,12.0,cluster_4,0.01,5
76.0,41.0,Tomas Berdych,$3.237,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,John Isner,false,9.0,cluster_2,-0.01,3
68.0,26.0,Nicolas Almagro,$1.708,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,John Isner,false,10.0,cluster_0,0.38,13
58.0,50.0,Fabio Fognini,$1.419,Fabio Fognini,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,Gael Monfils,false,7.0,cluster_2,2.82,30
68.0,41.0,Novak Djokovic,$3.902,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Andy Murray,false,22.0,cluster_3,0.52,30
46.0,31.0,Feliciano Lopez,$1.214,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Andy Murray,false,25.0,cluster_4,2.69,19
59.0,29.0,Milos Raonic,$1.145,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Rafael Nadal,false,27.0,cluster_2,5.43,26
52.0,17.0,Lleyton Hewitt,$1.072,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Rafael Nadal,false,35.0,cluster_0,0.19,2
60.0,40.0,Roger Federer,$5.973,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Kei Nishikori,false,19.0,cluster_4,-0.45,12
57.0,44.0,David Ferrer,$2.571,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Kei Nishikori,false,20.0,cluster_4,-1.99,12
65.0,27.0,Grigor Dimitrov,$2.058,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Kei Nishikori,false,22.0,cluster_0,1.95,16
60.0,47.0,Tommy Haas,$1.507,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,Kei Nishikori,false,24.0,cluster_1,0.43,9
70.0,40.0,Rafael Nadal,$6.958,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Milos Raonic,false,34.0,cluster_3,-0.07,2
76.0,36.0,Novak Djokovic,$14.508,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Tommy Robredo,false,11.0,cluster_4,-0.16,1
72.0,50.0,David Ferrer,$7.365,David Ferrer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Andreas Seppi,false,13.0,cluster_3,-2.15,15
73.0,29.0,John Isner,$2.480,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R16,Fernando Verdasco,false,11.0,cluster_3,0.1,3
69.0,42.0,Alexandr Dolgopolov,$1.381,Alexandr Dolgopolov,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Stan Wawrinka,false,14.0,cluster_3,0.06,1
51.0,29.0,Jerzy Janowicz,$1.764,Roberto Bautista Agut,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Roberto Bautista Agut,false,71.0,cluster_1,-0.1,2
65.0,41.0,Fabio Fognini,$1.735,Fabio Fognini,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Roberto Bautista Agut,false,72.0,cluster_0,-0.07,16
57.0,30.0,Stan Wawrinka,$3.416,Alexandr Dolgopolov,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Alexandr Dolgopolov,false,67.0,cluster_4,-0.34,5
71.0,42.0,Tomas Berdych,$3.447,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Alexandr Dolgopolov,false,69.0,cluster_2,-0.56,17
58.0,34.0,Roberto Bautista Agut,$2.270,Fabio Fognini,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Fabio Fognini,false,6.0,cluster_4,1.64,19
68.0,53.0,Andy Murray,$5.170,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Feliciano Lopez,false,53.0,cluster_4,-0.81,31
59.0,39.0,Kei Nishikori,$1.177,Kei Nishikori,Apr 4 2014,ATP World Tour Masters 1000 Miami,Q,Roger Federer,false,23.0,cluster_1,0.85,11
72.0,44.0,Fabio Fognini,$1.417,Fabio Fognini,Apr 4 2014,Davis Cup,Reverse Singles,Andy Murray,false,19.0,cluster_3,0.24,1
54.0,36.0,Andreas Seppi,$1.213,Andy Murray,Apr 4 2014,Davis Cup,Singles,Andy Murray,false,20.0,cluster_1,2.92,20
